_ID,fecha,Nombre_Centro,Contador_Asistieron
694,2/16/2018,West Penn Community Center,39
695,2/16/2018,Warrington Community Center,7
696,2/15/2018,Paulson Community Center,29
697,2/15/2018,Ormsby Community Center,67
698,2/15/2018,Phillips Community Center,99
699,2/15/2018,Ammon Community Center,130
700,2/15/2018,Brookline Community Center,60
701,2/15/2018,Magee Community Center,39
702,2/15/2018,Warrington Community Center,4
703,2/15/2018,West Penn Community Center,136
704,2/14/2018,Phillips Community Center,132
705,2/14/2018,Ormsby Community Center,64
706,2/14/2018,Paulson Community Center,22
707,2/14/2018,Ammon Community Center,86
708,2/14/2018,Magee Community Center,36
709,2/14/2018,Brookline Community Center,85
710,2/14/2018,West Penn Community Center,63
711,2/14/2018,Warrington Community Center,6
712,2/13/2018,Paulson Community Center,28
713,2/13/2018,Ormsby Community Center,67
810,1/27/2018,Ammon Community Center,7
714,2/13/2018,Phillips Community Center,142
715,2/13/2018,Ammon Community Center,130
716,2/13/2018,Brookline Community Center,62
717,2/13/2018,Magee Community Center,50
718,2/13/2018,Warrington Community Center,10
719,2/13/2018,West Penn Community Center,110
720,2/12/2018,Phillips Community Center,212
721,2/12/2018,Ormsby Community Center,47
722,2/12/2018,Paulson Community Center,18
723,2/12/2018,Ammon Community Center,90
724,2/12/2018,Magee Community Center,48
725,2/12/2018,Brookline Community Center,93
726,2/12/2018,West Penn Community Center,46
727,2/12/2018,Warrington Community Center,12
728,2/10/2018,Phillips Community Center,86
729,2/10/2018,Brookline Community Center,82
730,2/10/2018,Magee Community Center,11
731,2/10/2018,West Penn Community Center,44
732,2/9/2018,Phillips Community Center,131
733,2/9/2018,Paulson Community Center,15
734,2/9/2018,Ormsby Community Center,66
735,2/9/2018,Ammon Community Center,17
736,2/9/2018,Magee Community Center,34
737,2/9/2018,Brookline Community Center,42
738,2/9/2018,West Penn Community Center,49
739,2/9/2018,Warrington Community Center,22
740,2/8/2018,Ormsby Community Center,122
741,2/8/2018,Paulson Community Center,17
742,2/8/2018,Phillips Community Center,90
743,2/8/2018,Ammon Community Center,120
744,2/8/2018,Brookline Community Center,51
745,2/8/2018,Magee Community Center,32
746,2/8/2018,Warrington Community Center,10
747,2/8/2018,West Penn Community Center,140
748,2/7/2018,Phillips Community Center,60
749,2/7/2018,Ormsby Community Center,17
750,2/7/2018,Paulson Community Center,10
751,2/7/2018,Ammon Community Center,14
752,2/7/2018,Magee Community Center,43
753,2/7/2018,Brookline Community Center,66
754,2/7/2018,West Penn Community Center,56
755,2/7/2018,Warrington Community Center,24
756,2/6/2018,Ormsby Community Center,62
757,2/6/2018,Phillips Community Center,70
758,2/6/2018,Ammon Community Center,119
759,2/6/2018,Brookline Community Center,123
760,2/6/2018,Magee Community Center,30
761,2/6/2018,Warrington Community Center,10
762,2/6/2018,West Penn Community Center,85
763,2/5/2018,Phillips Community Center,100
764,2/5/2018,Ormsby Community Center,44
765,2/5/2018,Paulson Community Center,23
766,2/5/2018,Ammon Community Center,110
767,2/5/2018,Magee Community Center,49
768,2/5/2018,Brookline Community Center,53
769,2/5/2018,West Penn Community Center,52
770,2/5/2018,Warrington Community Center,24
771,2/4/2018,Ammon Community Center,2
772,2/3/2018,Phillips Community Center,26
773,2/3/2018,Brookline Community Center,54
774,2/3/2018,Magee Community Center,13
775,2/3/2018,West Penn Community Center,18
776,2/2/2018,Phillips Community Center,153
777,2/2/2018,Paulson Community Center,25
778,2/2/2018,Ormsby Community Center,40
779,2/2/2018,Ammon Community Center,112
780,2/2/2018,Magee Community Center,54
781,2/2/2018,West Penn Community Center,44
782,2/2/2018,Warrington Community Center,21
783,2/1/2018,Ormsby Community Center,73
784,2/1/2018,Paulson Community Center,24
785,2/1/2018,Phillips Community Center,91
786,2/1/2018,Ammon Community Center,127
787,2/1/2018,Magee Community Center,37
788,2/1/2018,Brookline Community Center,77
789,2/1/2018,Warrington Community Center,7
790,2/1/2018,West Penn Community Center,130
791,1/31/2018,Phillips Community Center,89
792,1/31/2018,Paulson Community Center,20
793,1/31/2018,Ormsby Community Center,57
794,1/31/2018,Ammon Community Center,106
795,1/31/2018,Brookline Community Center,47
796,1/31/2018,Magee Community Center,35
797,1/31/2018,West Penn Community Center,57
798,1/31/2018,Warrington Community Center,9
799,1/30/2018,Ormsby Community Center,60
800,1/30/2018,Paulson Community Center,21
801,1/30/2018,Ammon Community Center,127
802,1/30/2018,Magee Community Center,36
803,1/30/2018,Warrington Community Center,23
804,1/30/2018,West Penn Community Center,36
805,1/29/2018,Paulson Community Center,17
806,1/29/2018,Ormsby Community Center,45
807,1/29/2018,Ammon Community Center,29
808,1/29/2018,Magee Community Center,54
809,1/29/2018,Warrington Community Center,27
811,1/27/2018,Brookline Community Center,63
812,1/26/2018,Ormsby Community Center,34
813,1/26/2018,Paulson Community Center,21
814,1/26/2018,Phillips Community Center,107
815,1/26/2018,Ammon Community Center,18
816,1/26/2018,Brookline Community Center,66
817,1/26/2018,Magee Community Center,41
818,1/26/2018,Warrington Community Center,7
819,1/26/2018,West Penn Community Center,43
820,1/25/2018,Phillips Community Center,141
821,1/25/2018,Paulson Community Center,21
822,1/25/2018,Ormsby Community Center,72
823,1/25/2018,Ammon Community Center,99
824,1/25/2018,Magee Community Center,25
825,1/25/2018,Brookline Community Center,47
826,1/25/2018,West Penn Community Center,131
827,1/25/2018,Warrington Community Center,24
828,1/24/2018,Ormsby Community Center,64
829,1/24/2018,Paulson Community Center,30
830,1/24/2018,Phillips Community Center,135
831,1/24/2018,Ammon Community Center,101
832,1/24/2018,Brookline Community Center,82
833,1/24/2018,Magee Community Center,84
834,1/24/2018,Warrington Community Center,7
835,1/24/2018,West Penn Community Center,80
836,1/23/2018,Phillips Community Center,121
837,1/23/2018,Paulson Community Center,14
838,1/23/2018,Ormsby Community Center,47
839,1/23/2018,Ammon Community Center,85
840,1/23/2018,Magee Community Center,58
841,1/23/2018,Brookline Community Center,91
842,1/23/2018,West Penn Community Center,94
843,1/23/2018,Warrington Community Center,22
844,1/22/2018,Ormsby Community Center,27
845,1/22/2018,Paulson Community Center,18
846,1/22/2018,Phillips Community Center,213
847,1/22/2018,Ammon Community Center,84
848,1/22/2018,Brookline Community Center,65
849,1/22/2018,Magee Community Center,67
850,1/22/2018,Warrington Community Center,15
851,1/22/2018,West Penn Community Center,43
852,1/21/2018,Ammon Community Center,5
853,1/20/2018,Phillips Community Center,102
854,1/20/2018,Magee Community Center,13
855,1/20/2018,Brookline Community Center,43
856,1/20/2018,West Penn Community Center,26
857,1/19/2018,Phillips Community Center,122
858,1/19/2018,Paulson Community Center,23
859,1/19/2018,Ormsby Community Center,61
860,1/19/2018,Ammon Community Center,116
861,1/19/2018,Brookline Community Center,52
862,1/19/2018,Magee Community Center,47
863,1/19/2018,West Penn Community Center,33
864,1/19/2018,Warrington Community Center,19
865,1/18/2018,Ormsby Community Center,107
866,1/18/2018,Paulson Community Center,27
867,1/18/2018,Phillips Community Center,139
868,1/18/2018,Ammon Community Center,139
869,1/18/2018,Arlington Community Center,3
870,1/18/2018,Magee Community Center,47
871,1/18/2018,Brookline Community Center,93
872,1/18/2018,Warrington Community Center,5
873,1/18/2018,West Penn Community Center,132
874,1/17/2018,Phillips Community Center,102
875,1/17/2018,Paulson Community Center,24
876,1/17/2018,Ormsby Community Center,56
877,1/17/2018,Ammon Community Center,114
878,1/17/2018,Brookline Community Center,62
879,1/17/2018,Magee Community Center,59
880,1/17/2018,West Penn Community Center,69
881,1/17/2018,Warrington Community Center,19
882,1/16/2018,Ormsby Community Center,33
883,1/16/2018,Paulson Community Center,14
884,1/16/2018,Phillips Community Center,47
885,1/16/2018,Ammon Community Center,88
886,1/16/2018,Magee Community Center,26
887,1/16/2018,Brookline Community Center,64
888,1/16/2018,Warrington Community Center,17
889,1/16/2018,West Penn Community Center,51
890,1/13/2018,Phillips Community Center,9
891,1/13/2018,Brookline Community Center,15
892,1/13/2018,Magee Community Center,3
893,1/13/2018,West Penn Community Center,10
894,1/12/2018,Phillips Community Center,86
895,1/12/2018,Paulson Community Center,17
896,1/12/2018,Ormsby Community Center,39
897,1/12/2018,Ammon Community Center,83
898,1/12/2018,Magee Community Center,25
899,1/12/2018,Brookline Community Center,33
900,1/12/2018,West Penn Community Center,34
901,1/12/2018,Warrington Community Center,15
902,1/11/2018,Ormsby Community Center,52
903,1/11/2018,Paulson Community Center,24
904,1/11/2018,Phillips Community Center,97
905,1/11/2018,Ammon Community Center,114
906,1/11/2018,Brookline Community Center,61
907,1/11/2018,Magee Community Center,65
908,1/11/2018,Warrington Community Center,20
909,1/11/2018,West Penn Community Center,137
910,1/10/2018,Phillips Community Center,127
911,1/10/2018,Paulson Community Center,19
912,1/10/2018,Ormsby Community Center,56
913,1/10/2018,Ammon Community Center,156
914,1/10/2018,Magee Community Center,34
915,1/10/2018,Brookline Community Center,39
916,1/10/2018,West Penn Community Center,51
917,1/10/2018,Warrington Community Center,20
918,1/9/2018,Ormsby Community Center,63
919,1/9/2018,Paulson Community Center,18
920,1/9/2018,Phillips Community Center,112
921,1/9/2018,Ammon Community Center,111
922,1/9/2018,Brookline Community Center,118
923,1/9/2018,Magee Community Center,52
924,1/9/2018,Warrington Community Center,13
925,1/9/2018,West Penn Community Center,127
926,1/8/2018,Phillips Community Center,186
927,1/8/2018,Ormsby Community Center,57
928,1/8/2018,Ammon Community Center,140
929,1/8/2018,Magee Community Center,49
930,1/8/2018,Brookline Community Center,47
931,1/8/2018,West Penn Community Center,42
932,1/8/2018,Warrington Community Center,18
933,1/6/2018,Phillips Community Center,30
934,1/6/2018,Brookline Community Center,30
935,1/6/2018,Magee Community Center,11
936,1/6/2018,West Penn Community Center,33
937,1/5/2018,Phillips Community Center,144
938,1/5/2018,Ormsby Community Center,33
939,1/5/2018,Ammon Community Center,33
940,1/5/2018,Magee Community Center,55
941,1/5/2018,West Penn Community Center,79
942,1/5/2018,Warrington Community Center,5
943,1/4/2018,Ormsby Community Center,52
944,1/4/2018,Phillips Community Center,142
945,1/4/2018,Ammon Community Center,95
946,1/4/2018,Magee Community Center,41
947,1/4/2018,Brookline Community Center,49
948,1/4/2018,Warrington Community Center,3
949,1/4/2018,West Penn Community Center,140
950,1/3/2018,Phillips Community Center,140
951,1/3/2018,Ormsby Community Center,57
952,1/3/2018,Ammon Community Center,98
953,1/3/2018,Brookline Community Center,69
954,1/3/2018,Magee Community Center,41
955,1/3/2018,West Penn Community Center,78
956,1/3/2018,Warrington Community Center,11
957,1/2/2018,Ormsby Community Center,51
958,1/2/2018,Phillips Community Center,78
959,1/2/2018,Ammon Community Center,67
960,1/2/2018,Magee Community Center,37
961,1/2/2018,Brookline Community Center,67
962,1/2/2018,Warrington Community Center,4
963,1/2/2018,West Penn Community Center,87
964,12/29/2017,Phillips Community Center,74
965,12/29/2017,Ormsby Community Center,27
966,12/29/2017,Paulson Community Center,11
967,12/29/2017,Ammon Community Center,18
968,12/29/2017,Brookline Community Center,31
969,12/29/2017,Magee Community Center,35
970,12/29/2017,West Penn Community Center,80
971,12/28/2017,Paulson Community Center,18
972,12/28/2017,Ormsby Community Center,25
973,12/28/2017,Phillips Community Center,142
974,12/28/2017,Ammon Community Center,91
975,12/28/2017,Magee Community Center,24
976,12/28/2017,Brookline Community Center,31
977,12/28/2017,West Penn Community Center,56
978,12/28/2017,Warrington Community Center,5
979,12/27/2017,Phillips Community Center,82
980,12/27/2017,Ormsby Community Center,26
981,12/27/2017,Paulson Community Center,11
982,12/27/2017,Ammon Community Center,49
983,12/27/2017,Brookline Community Center,49
984,12/27/2017,Magee Community Center,16
985,12/27/2017,Warrington Community Center,6
986,12/27/2017,West Penn Community Center,42
987,12/26/2017,Paulson Community Center,28
988,12/26/2017,Ormsby Community Center,26
989,12/26/2017,Phillips Community Center,69
990,12/26/2017,Ammon Community Center,48
991,12/26/2017,Magee Community Center,41
992,12/26/2017,Brookline Community Center,47
993,12/26/2017,West Penn Community Center,62
994,12/26/2017,Warrington Community Center,7
995,12/22/2017,Phillips Community Center,90
996,12/22/2017,Ormsby Community Center,30
997,12/22/2017,Paulson Community Center,14
998,12/22/2017,Ammon Community Center,112
999,12/22/2017,Brookline Community Center,41
1000,12/22/2017,Magee Community Center,30
1001,12/22/2017,Warrington Community Center,2
1002,12/22/2017,West Penn Community Center,43
1003,12/21/2017,Paulson Community Center,15
1004,12/21/2017,Ormsby Community Center,47
1005,12/21/2017,Phillips Community Center,109
1006,12/21/2017,Ammon Community Center,116
1007,12/21/2017,Magee Community Center,41
1008,12/21/2017,Brookline Community Center,49
1009,12/21/2017,West Penn Community Center,75
1010,12/21/2017,Warrington Community Center,26
1011,12/20/2017,Phillips Community Center,109
1012,12/20/2017,Ormsby Community Center,41
1013,12/20/2017,Paulson Community Center,23
1014,12/20/2017,Ammon Community Center,135
1015,12/20/2017,Brookline Community Center,41
1016,12/20/2017,Magee Community Center,49
1017,12/20/2017,Warrington Community Center,10
1018,12/20/2017,West Penn Community Center,75
1019,12/19/2017,Paulson Community Center,20
1020,12/19/2017,Ormsby Community Center,66
1021,12/19/2017,Phillips Community Center,209
1022,12/19/2017,Ammon Community Center,10
1023,12/19/2017,Magee Community Center,18
1024,12/19/2017,Brookline Community Center,100
1025,12/19/2017,West Penn Community Center,95
1026,12/19/2017,Warrington Community Center,8
1027,12/18/2017,Phillips Community Center,142
1028,12/18/2017,Ormsby Community Center,48
1029,12/18/2017,Paulson Community Center,28
1030,12/18/2017,Ammon Community Center,208
1031,12/18/2017,Brookline Community Center,54
1032,12/18/2017,Magee Community Center,42
1033,12/18/2017,Warrington Community Center,7
1034,12/18/2017,West Penn Community Center,32
1035,12/16/2017,Phillips Community Center,26
1036,12/16/2017,Ammon Community Center,10
1037,12/16/2017,Magee Community Center,15
